tagging,cleaned_comments
0,dood seriously 70 cinema fucking crazy seriously sex tease boat captain preteen boy like woah
0,san diego la february destination would enjoy cock feel awesome
0,hate stupid gator fan making christian look bad
0,checked outlook like well way pretty damn awesome
0,frienf mine mud run said bitch showering lol
0,suck wish could help u
0,ive always heard nerd obsessed learning stuff geek obsessed single topic star trek dork socially inept
0,damn way invite home
0,anyone w10k follower merit kick as tip keep aloha spirit flowin mainland definitely need
0,damn first totally blow plan
0,might made discovery cosmetic use dark energy destroy fat
0,hahah sure shell hate twitter p
0,damn humidity hot gross humid
0,tash miss ya crazy as
0,well watch one time 3 since hate watching sd tv
0,hate partying people work want talk work whole time
0,nerd lol yummy bread cake
0,poor thing least got okay didnt sit next psycho bitch 2 hour
0,dont worry im anywhere near club 2niteghetto as poetry club
0,lol damn im sorry
0,aww suck sorry hear
0,yes damn cold 5 degree mpls least youre texas stop complaining friend
0,one really mattered fail suck
0,lol im right read last wrote thought said ill freak lol woww
0,damn right
0,designing cs afterparty flier long as name wreckin brain
0,u r damn witty
0,bitchwe ready spring watever
0,nice finding u poopy smelling traini hate alone
0,haha thanks supposed go party tonight need prepare damn holiday meal
0,suck mbp came dvi vga adapter dongle
0,true loved david well let face cc make look thinner ummm well fat
0,radical democrat hate choice theefore must good
0,damn ya old lady movement
0,lazy as hahaha
0,joydaily damnno doesntlol
0,oh meant tell hate partied angelina jolie didnt get number friend
0,hate also love giving something dream tonight
0,sixth dimension video becomes total mind fuck
0,way fat people want slim look thin people
0,get fuck wtf
0,sorry im jus sick bullshit jus freestyle spoke dino fuck lol
0,damn miss high school sneaker game ill
0,mounting comcast suck soapbox
0,hate snow cuz people drive
0,hate fact addicted twitter anyways let pop imaginary prozac pill together enjoy holiday
0,hate groveits still quite nostalgic lol
0,think fight griffin fight love guy damn didnt get totally pwnt
0,know suck family thats suck
0,taco bell damn life closed one
0,love big bang hilariousand make feel lilke nerd btw jonas situation
0,mean isnt leaving fridge bitch staying
0,hate fail meme mean fc funny mean p real initial pjk
0,none right big croc hunt going north australia wildlife fucking kill
0,twerp word need make comeback
0,hahaha best quote long time im gon na write gay porn everythings awesome win
0,fuck im happy guy working dont get overworked look pretty cool though
0,damn lost thanks alyssa decided patds new cd isnt bad
0,omg wishthe bitch kocker lol
0,kitchen qa bitch thus far night
0,put nickis pant tring emo
0,hate everything 3 day grace
0,lol damn painful shyness p
0,would freak hope feel better
0,suck theyre definitely missing people expand horizon
0,old fat finger type suing ment using
0,would hate see text messaging bill ever sends msg 67k follower 020txt msg 1340000tweet
0,hey last night kick as good time forget negativity meaningless let good time roll
0,hate vibrate moto q period loud
0,seriously damn ive got tata sky p
0,wanted change username v4sudh4 suck least qbarq sound better meow spherical cow
0,cause every damn tweet name think payin
0,might get power back sunday truly suck thank god hotel wifi
0,dont blame dont worry he totally gay rodney
0,def thatphilly cheesteak like otheri cant eat reg damn good hell
0,yuck unless openly gay consider 2 drag queenno man ever rockin heel nevamind stiletto
0,awww damn got ta remind lol
0,worst looking touching clothes drag as shop f easy
0,lol advert middle afternoon imagined kid going mummy whats whore
0,great time real music great fashion hair u remember word poser
0,obama doesnt support gay marriage doesnt support constitutional ban state choose
0,fuck iowa app due 13 prioritize skool stuff hope ec splendid cant queerdo powahh
0,soubd cute dont u luvhate u make gift well u want keep
0,hate facebook tooi get angry find
0,real fucking good time
0,really wanted paterson joseph matt smith look like bit dick quite interesting time
0,nothing frosting wont fix gun shot phoenix like nacho fat guy given
0,day bot fucking annoying
0,yeah general feeling whole time worked hot topic going work fucking choreim sure worse
0,yeah band brother 10 episode damn 700mbs
0,jeez dude said big blogger ignore bragger giving damn something somebody said online
0,damn straight give momma kiss tell want sweater back o_o
0,lol damn o_o
0,word thats whats sippin earlier good part night weak as spot
0,wow see tweet damn son super late
0,forget loser classmate need go vega next time husband doesnt mind
0,considering love infrastructure speak natl assn county march chuck todd
0,remember realized needed stop wearing shit pacsun metropark getting old suck
0,depressing hate valentine anyway equivalent bah humbug valentine
0,hate restaurant full couple involved people looking smug got cardflowers n pressure some1
0,either hate dish
0,totally missed giveawaydamn wanted
0,14 hour nap gosh thats long as nap
0,damn wish watching elf instead im watching drunk dance floor
0,thanks steph carter dont frequent much hate sizing chart love childrens place though
0,ooo yuch forfeit ticket suck tell go argentina instead opinion way better
0,opposite reindeer sweater hate skype even
0,mine would love hate first one ever heard favorite one cd native
0,well hate phone bam
0,would rather clean bathroom chore doesnt done daily hate dish
0,stupid upset really fuck
0,please make dance as video kthxbye
0,would stop listening song much hate later
0,name
0,thats exactly snapped funk way 2 sparkly loved xmas would hate gloomy
0,brit freakshow doesnt sound like say im shave as really say im 2 shake as
0,ive bobbypinning mine back daily hate stupid bang dont know continue think cute
0,noticed ny trying slim arent posting fat gram food
0,im relationship scare anyone thought fuck im saying could use baby snuggle
0,thats funny gf many clothes say skinny fat clothes cant get rid either set
0,miss guy munich airport suck
0,nah hate watermark plus stop hypocrite though post thing google image search regular
0,dont really want either u fat phony im saying
0,personally thinking fuck chase bank good one theyre snake
0,nick video fucking killer
0,would done werent meddling kid damn dog
0,unless steal insulin fuck _o
0,call twitterwhore xd
0,aw suck well plenty good food wine company though
0,ridiculously damn beat im pretty
0,fuck _________ insert govt name blank
0,oh suck get yelled wearing sunscreen go home hahayeah im excited right cbd
0,fuck feel bad pack get
0,oh damn yes xmen freak big still freak
0,oh thats need damn coffeelol
0,wow suck even legal
0,wpcom cuz thatll get deleted google reviewing way rank blog reason hate
0,sound like hate class happy teacher
0,oooh hate happens dh rescue
0,hate bring bad news vw wont jump chance belt alternator shot sake hope belt
0,noticed theyre opening em damn im stupid
0,as
0,yep winner flaming gay winner
0,one thing miss valet 2nd job free prosciutto oh miss salty pig
0,haha please huge party nowjust piss
0,happens body fat 112 time hit weight
0,love train pretty damn expensive
0,especially targeted orientation hope theyre prosecuted hate crime statute
0,think thats generallyt true element hate crime arent personal like burglary like
0,hate song store know shes hospital scam resell shoe
0,looked pasteninja think great use pig latin translation test set browser la testing
0,man fucking sad reminds friend ptsd went missing iraq homeless 4 month vega
0,well super biology nerd high school voted artistic hard decision
0,yes today suck already indeed
0,damn people like blowtorch im feeling left dont even one sad panda
0,trying hate right
0,beautiful hate co arent today
0,name
0,freak man got rick rolld respect macys thanksgiving float went way
0,vader cool clubhouse tils even whinier emo son blew
0,jebus 2 already fuck feel old
0,pick damn phone
0,ughh worked estee lauder throughout college still hate cosmetic dept dont even allergy either
0,thank much energy wish definitely knew teething hate knowing stopped sleeping
0,hate say use gmail avoid deleting email still message 05 theyre mostly tucked away folder
0,thanks im still working damn six pack going train
0,first 45 min kettlebell workout kicked as inspired blog thanks
0,yeah would fucking killed one hadnt saved still 400 dpi way high computer
0,window mobile suck
0,damn youre right hate window
0,oh no damn elf
0,honest wud better true hate post
0,stick sanj get useful use dont follow dick example
0,oh ok well im gon na damn busy next 6 month need work day night expand online thingy good luck
0,damn boring stay away movie watch day earth stood still instead
0,anyways give damn acting like snob cant help
0,yes remember telling easy worked as month optimizing work day
0,andrew u loser u life p lol gon na try beat u
0,hows ur weekend ambermines boring fuckshit want gabethats askshit ill send u message
0,well idk even goodcan u stop herepleaseoh hell reply da bitch
0,dont worry english suck thanks
